time,open,high,low,close,volume,Dividends,Stock Splits
2025-08-19,982.8935135816985,986.7300232295675,977.1878335213248,979.35205078125,12352438,0.0,0.0
2025-08-20,977.3354453835109,979.7947696044055,973.4005266300795,977.9256591796875,9950228,0.0,0.0
2025-08-21,982.5000176251586,982.5000176251586,975.4663263982883,979.4012451171875,12439850,0.0,0.0
2025-08-22,978.7618310909676,981.7621945267439,962.6286407512459,966.317626953125,19833502,0.0,0.0
2025-08-25,964.1534314319724,972.6135426708398,962.5794879672083,966.0717163085938,17518044,0.0,0.0
2025-08-26,963.5632270654481,969.6623631247153,952.2503356808104,957.5625,16917731,0.0,2.0
2025-08-28,951.2665723546679,956.3819785474136,939.4618165446824,942.2162475585938,25438255,0.0,0.0
2025-08-29,938.4781016808785,947.6267755693488,934.6415319653455,936.1171264648438,14823813,0.0,0.0
2025-09-01,934.1496321868741,941.8719458039564,930.9525108908947,935.1333618164062,20178344,0.0,0.0
2025-09-02,935.5269334024698,939.2650942089082,928.6408255856272,929.1326904296875,14196320,0.0,0.0
2025-09-03,929.6245191670979,940.740652202688,924.7058709175366,938.9207763671875,16083481,0.0,0.0
2025-09-04,944.5772033181551,949.9877162864987,940.6914592688354,945.610107421875,17597657,0.0,0.0
2025-09-05,951.7584261964354,951.7584261964354,938.5272505370174,947.7251586914062,11602111,0.0,0.0
2025-09-08,953.2340258485783,957.3165278914954,944.823149393627,950.2828369140625,11711307,0.0,0.0
2025-09-09,958.1526998830964,958.5462157684692,947.0365666053971,949.4467163085938,13985539,0.0,0.0
2025-09-10,958.0543466125587,958.0543466125587,946.0528326679372,950.1845092773438,18091100,0.0,0.0
2025-09-11,944.6755555766032,953.4799478098324,944.2820997482355,952.0535278320312,15113633,0.0,0.0
2025-09-12,954.1194397337725,954.9555859441327,946.5938836721522,951.5617065429688,14363519,0.0,0.0
2025-09-15,953.824233432933,956.5294899386951,949.2991011128589,951.3157348632812,14486377,0.0,0.0
2025-09-16,945.560981879392,953.5783427584718,945.560981879392,951.1190185546875,18661794,0.0,0.0
2025-09-17,949.4467082101403,958.5462075924,948.6596764461077,950.7747192382812,17361476,0.0,0.0
2025-09-18,957.4640913046234,963.7108108355188,953.4799980850369,961.0055541992188,17791598,0.0,0.0
2025-09-19,959.0380500102757,960.8087513537787,946.4462625851606,951.168212890625,31243267,0.0,0.0
2025-09-22,948.315388056543,955.3982535857159,946.298754270858,948.5121459960938,10854415,0.0,0.0
2025-09-23,951.2665762064279,952.447063800625,939.9536851760515,941.6260375976562,21022298,0.0,0.0
2025-09-24,936.7074240016012,940.8882751893465,927.6570988338277,935.5761108398438,15117220,0.0,0.0
2025-09-25,937.0024763946197,942.4129893816753,931.9854792780051,934.3955688476562,31413279,0.0,0.0
2025-09-26,929.7228805294212,935.9695999150294,925.9847198182591,929.6737060546875,14874656,0.0,0.0
