time,open,high,low,close,volume,Dividends,Stock Splits
2025-08-12,5435.467915949556,5451.943569593934,5349.594812106136,5357.5830078125,441837,0.0,0.0
2025-08-13,5357.583358522984,5436.966058551421,5352.091473615356,5390.53466796875,615620,0.0,0.0
2025-08-14,5415.996742912671,5431.973134484684,5352.091176624615,5362.57568359375,697401,0.0,0.0
2025-08-18,5521.840214273985,5614.702988221089,5492.883005193706,5510.8564453125,1714061,0.0,0.0
2025-08-19,5541.810947734716,5553.29397942822,5456.936365652293,5487.890625,548359,0.0,0.0
2025-08-20,5487.8906550866495,5489.887704087772,5423.985087050706,5444.9541015625,636301,0.0,0.0
2025-08-21,5448.947949890389,5538.81515082316,5430.974509703835,5444.45458984375,607314,0.0,0.0
2025-08-22,5444.454955378772,5476.407740077923,5396.0265160691215,5410.005859375,443698,0.0,0.0
2025-08-25,5451.9439428274245,5477.406318384586,5396.026569054836,5414.99853515625,656081,0.0,0.0
2025-08-26,5412.002569124764,5438.962729524463,5264.220949156043,5287.18701171875,949915,0.0,0.0
2025-08-28,5287.187108759461,5290.182682192186,5207.305150553463,5227.77490234375,784214,0.0,0.0
2025-08-29,5231.269673734488,5403.015881767,5222.28295354674,5290.1826171875,1333724,0.0,0.0
2025-09-01,5313.148836277953,5453.940790030103,5296.17391986812,5441.95849609375,688959,0.0,0.0
2025-09-02,5441.9585798197295,5463.92611904102,5378.0530111759745,5404.0146484375,541160,0.0,0.0
2025-09-03,5408.008486237224,5491.884541045925,5342.105871744673,5470.91552734375,832845,0.0,0.0
2025-09-04,5516.847698993376,5665.627845083876,5494.880160644443,5520.841796875,1412461,0.0,0.0
2025-09-05,5548.8007220751,5608.712192891098,5485.893677718301,5520.3427734375,622758,0.0,0.0
2025-09-08,5531.825478332824,5547.3026073787005,5292.179609235373,5307.65673828125,876255,0.0,0.0
2025-09-09,5322.135280058326,5339.110195585717,5198.318249152654,5210.7998046875,1014203,0.0,0.0
2025-09-10,5242.253788904535,5252.738296482345,5163.370350938162,5185.337890625,898752,0.0,0.0
2025-09-11,5206.805932329185,5206.805932329185,5142.401102981169,5163.3701171875,585140,0.0,0.0
2025-09-12,5171.3583643625125,5194.324427768641,5117.438041582907,5122.4306640625,625409,0.0,0.0
2025-09-15,5123.429220526952,5167.364298621512,5101.461681479672,5125.42626953125,955394,0.0,0.0
2025-09-16,5146.395194307006,5148.891505518835,5107.452739402471,5139.90478515625,703169,0.0,0.0
2025-09-17,5172.356876052188,5240.256541606542,5155.881221910323,5189.8310546875,828577,0.0,0.0
2025-09-18,5207.305397520169,5217.290642769489,5126.42491100068,5136.41015625,810331,0.0,0.0
2025-09-19,5141.402584142009,5150.389304526021,5066.5132476085755,5072.50439453125,1105187,0.0,0.0
2025-09-22,5081.99036793242,5130.418805469451,4982.637181645107,5003.10693359375,799543,0.0,0.0
2025-09-23,5003.106877787326,5012.093598054782,4838.849601787722,4883.783203125,2734495,0.0,0.0
2025-09-24,4930.7139180397435,4956.176292464615,4872.3002355356275,4889.7744140625,941080,0.0,0.0
2025-09-25,4907.248655411917,4921.227998412378,4703.050395155179,4735.50244140625,1518468,0.0,0.0
2025-09-26,4732.00766212315,4767.95454455329,4653.124225679232,4672.09619140625,1038283,0.0,0.0
2025-09-29,4693.065023104719,4739.995673335767,4679.085680482705,4723.52001953125,815624,0.0,0.0
